all_strip(to_caps(x)) = x ==> left_strip(to_caps(x)) = x | 	8	6	1	2	0
all_strip(to_caps(x)) = y ==> left_strip(to_caps(y)) = y | 	112	6	2	3	0
left_strip(to_caps(x)) = x <== left_strip(to_caps(y)) = x | 	110	6	2	3	0
left_strip(to_caps(x)) = y ==> left_strip(to_caps(y)) = y | 	110	6	2	3	0
left_strip(x) = x <== left_strip(to_lower(x)) = x | 	14	5	1	2	0
left_strip(x) = x <== left_strip(to_lower(y)) = x | 	107	5	2	3	0
to_lower(x) = x <== left_strip(to_lower(x)) = x | 	14	5	1	2	0
to_lower(x) = x <== left_strip(to_lower(y)) = x | 	100	5	2	3	0
all_strip(to_lower(x)) = x ==> left_strip(to_lower(x)) = x | 	8	6	1	2	0
all_strip(to_lower(x)) = y ==> left_strip(to_lower(y)) = y | 	108	6	2	3	0
is_prefix(x, y) = p === left_strip(to_lower(z)) = x | 	1	6	4	5	0
concat(x, x) = x <== length(left_strip(x)) = a | 	2	6	2	3	0
concat(x, x) = y <== length(left_strip(x)) = a | 	199	6	3	4	0
length(x) = a === length(reverse(x)) = a | 	109	5	2	4	0
length(x) = a === length(to_caps(x)) = a | 	112	5	2	4	0
length(x) = a === length(to_lower(x)) = a | 	112	5	2	4	0
all_strip(x) = x <== reverse(all_strip(x)) = x | 	16	5	1	2	0
all_strip(x) = x <== reverse(all_strip(y)) = x | 	113	5	2	3	0
left_strip(x) = x <== reverse(all_strip(x)) = x | 	16	5	1	2	0
left_strip(x) = x <== reverse(all_strip(y)) = x | 	113	5	2	3	0
